Subj_1,Subj_2,Subj_4,Subj_5,Subj_6,Subj_7,Subj_8,Subj_9,Subj_10,Subj_11,Subj_13,Subj_14,Subj_15,Subj_16,Subj_17,Subj_18,Subj_19,Subj_20,Subj_21,Subj_22,Subj_23,Subj_24,Subj_25,Subj_27,Subj_28,Subj_30,Subj_31,Subj_33,Subj_34
304.6,461.4,289,159.8,377.2,130,50.6,478.4,102.25,304.2,233.8,992.2,38.6,195.8,337.8,425.6666667,226.1,308.2,294.6,1103.5,174.8,251.2,39.4,105.2,199.8,57,316,278,54
322.8,447,187.4,218.2,459,229,20.2,611.6,123.25,276.4,158.6,536.6,205.8,298.8,123.4,198,179,177.2,320,595.5,218,155.2,32.2,85.2,316.7,184.6,310.6,200.8,140.6
568,410.8,156,335.3,238.2,294,0,356,66.5,210,94.4,747.8,128.4,281.4,147.6,646,204.6,184.4,216.8,738.25,156.4,23,35.1,27,144.2,248.3,453.4,346.4,72.2
644,257.6,210.4,340,212.8,257.4,41.6,525.4,176.25,713.2,193.8,1005.8,240.8,158.6,135.4,346.6666667,209,212,273.8,732.75,105,214.4,20.9,127.8,258.8,96.1,413.2,209.4,160.2
836.8,370.8,193.8,666,343.4,305.8,22.8,500.2,775.25,741.4,122.8,928.6,234.6,163.6,252.4,123.6666667,243.7,149,58.4,380.25,175.4,378.4,41.9,29,460.3,87.2,169.6,108.6,279.6
820.6,437.2,170.6,644.7,382.6,160.2,152.6,665.6,668,930.8,272.2,954.6,251.4,197.2,129.6,171.6666667,265.2,203.8,309.6,379,220.2,408.2,19.8,44.4,520.9,64,173.8,312.8,225.6
993.4,446.6,137.6,557.7,312.4,120,294.8,729.8,271.75,706.6,222,445.2,315.8,425.8,406.4,217.6666667,355.6,308.2,332.6,227.25,199,507,23.1,19.4,352.6,4,92.6,378.6,182.2
929.2,419.4,118.2,587.5,308.2,125.8,25.2,646.4,318.75,907.8,472.8,345.4,356.6,431.6,165.6,205,303.2,214.2,644.4,201.5,79.2,314.8,132.9,19.2,553.4,4,63,189.8,83
1084.6,210.4,108.6,728.7,362.4,118.8,20.2,596.2,268.5,368.2,239.6,417.6,353.6,295,201,106.6666667,286.7,250.8,472.4,378.25,136.6,418,135.7,16.4,646,34,366.4,100.4,75
1081,152.6,105.2,580.6,445.2,133.4,7.6,790.8,122.75,544.8,296.6,644.8,525.2,292.4,178.2,115,237.9,203.2,335,170.5,158,241.2,77.1,0,587.2,17,278.4,258,13.4
926.6,76.8,180.6,309.2,209,207.8,63.2,886.6,126.75,475.2,189.2,756,523.6116287,178.8,364,367,233.3,190.2,357.8,515.25,188.8,298,244,11.6,336.4,27,282.8,497.6,41.6
978.4,184.8,65,312.9,273.6,70.2,325.2,819,77.75,418.8,101.2,770.4,468.4,295.6,276,173,179.6,107.6,444.2,822.75,133.8,180.6,505.1,18.4,486,0,399,183.8,10.4
547.6,123.4,198.2,300.7,170,87.8,119,921.8,65.25,793.2,139.2,332,636,381.4,260.4,239,289.6,106.2,436.2,960,71.8,183,108.2,67,260.2,64.7,526.4,261,40.6
408.2,88,267.8,364.2,152,141,123,703.8,477,480.6,53.8,404.6,756.4,410.6,216.4,625.6666667,307.5,153.6,118.8,706.5,131.4,253.2,233.9,103.4,455.1,66.4,273.2,259.6,20.2
496.2,148.4,254.4,416.5,106.6,122.8,134,872.4,359,357,196.8,762.8,670,309.6,52.6,761.3333333,268.3,241,336,718.5,88.2,70.4,527.7,48.2,414.7,147.4,503.2,159,165.4
330.4,228.2,200.4,539.1,118.4,186,350,746.6,291.25,254,205.6,772.4,526.8,248.6,57.6,816.6666667,311.6,336.8,731.4,684.5,144.4,149.8,535.8,10.6,473,246.2,396.4,211.8,151.4
334.4,515.8,275.8,587.2,173,342.6,289,439.4,635.5,280.2,160.6,526.2,485,504,104,68.33333333,334,158.8,455.4,482.25,105.2,75.2,138.1,162.4,379.2,59.2,670.2,76.4,120.4
353.2,376.4,100.8,778.1,117.2,179.8,126.4,506.8,412.25,190,99.2,836.4,473.4,319.2,107,106.3333333,216,147.4,186.6,657.75,33.6,163.4,245,152.2,286,22.1,546,354.4,115
191.6,691.2,314.2,826.8,77.6,174,186.4,488.6,152.25,433.2,185.6,470.2,388.6,240.8,198.8,252,263.2,170,320,636.25,24,337.8,342.2,43,239.4,94.8,460.4,199.8,47.4
257.6,1129,337,865.1,60.4,105,310.8,789,868.25,305.4,134.6,1281.6,588.8,226.2,263.6,255.3333333,356.6,76.8,356,1252.75,21.6,198.2,432.8,162.8,323.5,71,409.4,22.6,67
560.8,583.6,232.8,1189.6,92.6,249.4,482.8,1105.2,772.5,518.6,81.8,887.8,919.2,333.2,261,683.6666667,206.4,291.4,189.8,657.25,16.8,207,81.2,210.4,543.9,99.2,398,99.8,44.4
920.8,552.2,394.2,913.9,109,196,323.8,1027.2,562.25,454.2,120.6,795,502.8,280,280,982.3333333,171.7,302.2,209.2,656.25,79.6,295.8,231.4,186.2,464.5,38.5,159,251.6,144.4
749.6,531,220.4,739.8,153.2,126.6,190.2,774,650,768.6,271.6,486.4,222.6,291.6,347.4,939.3333333,188.6,203.2,112.4,639.5,38.8,56.6,0,61,161.7,0,443.8,92.4,262.8
370,262.6,457.8,91.7,97,180.8,269,584.8,701.25,462.8,190.2,1209.2,422.2,235,155,552.3333333,110.8,233.2,48.2,700.75,72,77.6,89,34.6,219.6,16.6,560.4,272.4,46.2
372,477.4,298.6,290,114.4,213.4,218.4,590.6,614.75,220.8,151.4,1030.8,477.2,50.6,141.2,901.6666667,166.7,165.8,68,345.5,160.4,75,41,125.4,303.4,5.5,848.8,179.8,26.2
287.4,438.8,292.6,307.3,65.2,187,180.2,517,673.25,422.6,139.4,688.2,602.2,59.4,156.8,412.3333333,125.9,162.4,67.6,373.5,114,31,200.2,49.4,407.1,160.4,582.8,256.2,42.4
472.8,341,303.8,438.4,86.8,102,173.8,622.4,763.5,143.4,168.8,427.2,343.6,57.6,45.8,834,79.3,162.4,101.2,420.5,55,81,380.4,82.4,395.9,165.4,265.6,155.4,73.2
416.2,138.8,191,342.8,152.6,82,332.4,869,493.25,485.4,94,567.8,757.6,162.6,76.4,425,238.6,89.8,127.4,360,56,519.2,228.6,158.2,261.6,47,242.8,165.6,43.6
603,219.4,138.6,224.6,165,71.4,383.4,909.8,583,501.6,214.8,428,1152.4,75.8,128,420,264.1,131.2,213,536.5,41,670.8,218.9,66.2,256.7,101.7,194.2,280.2,289.2
233.8,113.2,313.4,245,87,95.2,561.2,597.2,542.25,289.6,169.6,532,843.4,349.8,214.2,718.6666667,401,145.4,243,1003.25,106.2,551.8,381,114.6,374.1,68.6,173.6,175.8,198.8
491.2,239.6,321.2,633.6,199,61.4,339,990.4,382.75,791,193.8,829.8,757,87.8,380,1007.666667,374.3,76.8,282.6,1057.5,133.8,476.6,189.7,73.4,259,40.7,246.6,191.8,185.4
474.8,76.8,175.6,288.9,101.6,38.4,125.4,825.8,255.5,702.4,37.6,930.2,654.4,15.2,364.6,1094.333333,428.8,263.4,208.8,1059,168.2,679.4,421.5,167,255.7,10.5,467.2,313.1026308,158.2
633.6,15.4,367.6,551.1,224.8,56.2,246.4,899.2,324.25,726.2,105.6,745.2,274,97.4,311.2,1009.666667,414.9,342.8,218.2,1245.5,148.6,526.2,376.3,213.8,143.1,295.2,293,306.6,27.2
541,200,312.8,746.4,145.2,63.8,191.4,586.8,298.75,460.8,116.8,706.4,296.6,47.2,272.8,761.3333333,170.9,495.8,77.8,405.25,108.2,806.8,306.3,166.2,238.9,212.2,115.6,595.8,28
652.6,260.6,630.6,392.4,269.6,41,373,352.8,285.75,148.8,226.6,893.4,843,45.2,412.6,782.3333333,326.2,137.6,50.6,217,88.4,301.6,395,25,314.7,199.5,92,350.2,56.2
699.2,68.2,230.8,436.2,144.8,133.2,347.4,791.2,321.5,220.6,62.8,1493.4,441.2,7.6,287.2,963.6666667,238.2,219,55,185.75,261.4,230.8,319.2,50.2,283,262.3,71,285.3026308,21.4
825,71.6,334.8,309.4,322.2,118.8,175.6,685.2,292.5,531,175.4,1073.4,416.2,62.8,304,1499.333333,278.7,260.8,65,672.75,184.4,273.4,286.7,54.8,300.4,56.2,30,473,57.6
787,82.4,493.4,405.6,275.2,104,130.4,659.4,382,452,369.4,2090.2,589.2,25,292.2,1032.666667,373.6,210.2,204.8,591,141.8,144.8,169.9,103.4,286.8,42.5,410.6,476.8,47.4
420.6,182.8,326.4,389.3,223.6,38.4,186,577,196.5,493,296.4,696.2,370.4,30,271.6,626.6666667,383.1,234,55.4,934.25,193.2,65,264,88.4,218,129.5,181,349.4,137.8
461.8,18,399,365.1,642.8,30.8,380.4,948,194.25,474.2,358.4,634.2,339.8,198.8,246.6,449.6666667,227.9,287.6,117,612.25,294,126.4,92.6,75.4,120.1,147.4,184.8,260.4,131.4
586.2,41,359.6,334.4,407,0,348.8,618.8,358,393.8,303.2,632.8,820.4,214,231.4,217,330.5,263.6,191.2,423.5,166.2,319.4,94.8,19.4,248.1,242.1,165.2,122.8,100.4
491.8,110.6,229.4,332.7,321.6,46,59.2,650.2,453.5,380.4,377,374.4,585.8,177.2,171.2,1011.333333,355.8,103.4,448.4,930,210.6,66.6,55.8,109,206.8,183.2,161.2,158.6,16.4
392,237.8,290.2,226.6,158.5970035,53.6,152,638.2,268,195.2,234.8,558.6,438.6,208.8,171.6,557,424.9,132.6,488,995.5,174.2,94.4,55.1,146.2,180.1,72.7,114,101.4,34.6
524.6,159,476.2,145.2,401.8,82.6,5,739,656.25,306.4,155,747.2,374.8,121.4,122,457.3333333,751.4,310.6,386.4,1240,368.6,143.8,200,63.2,91.3,99.9,359.4,250.8,118
497,258,214,184.8,222.2,133.6,10,720,1392,435.6,195.8,1076.6,304.4,263,160,457.3333333,742.6,472.2,423.6,882.75,137.6,92,113.9,149.8,60.8,154.6,346.6,644.4,49.4
447.6,230,403.4,347,512,121.8,0,827.6,906.75,512.6,149,313.2,139.2,196.6,40,250.6666667,516.6,340.4,370,931.25,72.6,121.2,112.6,22.2,61.6,219.1,165.2,343.2,69.2
442.6,302.2,459.8,321.5,300,81.8,7.6,1037.8,692.5,441.6,86.4,965.6,128.8,445.2,17.8,604.3333333,620.8,194.6,337.6,933.25,0,387.4,245.4,29,166.6,148.1,36,106.4,4.8
362.4,200.8,290.4,575.5,420,121.8,7.6,799.2,876,317.6,92.8,636,163.2,374.4,126.4,633,422.6,130.4,80.4,584,36.2,96.2,474.1,49,435.8,199.1,69,136,18.4
249.6,152,200.6,735.7,295.6,125.4,242.8,851.8,1161.25,393.2,98.8,701.2,151,214.8,199.2,566,280.4,207.8,110.6,631,77.2,194.8,393,9.6,297.4,162.8,82.2,381.4,8.8
217,259,77.2,803.1,350.8,193,436.2,681.4,1611.5,291.6,82.8,814.8,108.8,132,214,282.6666667,190.1,209.6,192.2,296,105.4,189,197.8,14.6,266.9,201.3,168.4,537.2,8.8
181.2,295.4,190.8,938.2,242.2,73.8,234.4,928,1279.5,325.2,158.6,538.6,48.4,118,252,522.3333333,618.8,292,176.8,296.75,87.4,271.8,379.3,28,147.6,207.7,229.4,354.1026308,7.8
242,434.2,217.6,798.5,197.8,111.6,77.8,984.4,784.25,742,115.2,603.2,120.6,130,78.6,462,247.6,305.6,99.4,358.25,46.2,76,183.6,41.6,104.8,214.3,287.6,236.2,55.2
326.6,233.6,274.8,1202.6,282.4,153.2,2.6,830.8,663,542.8,299,897.6,91.8,132,104.4,430.3333333,311.1,386.2,141.4,893,64.2,65.2,406.7,126.6,186.9,165.7,65,94.8,12.6
415.2,88.6,247,553.3,343.4,116.4,12.6,698.6,713.25,288.8,351.8,845.4,171.6,137,181.2,289.3333333,436,501,123.6,923.75,119.4,41,316.3,74,251.2,62.2,61,120,3
597.4,133.6,213,308,53.2,72.2,5,869.8,1353.75,441.4,406.6,1034,373,91.2,156.6,153.6666667,555.5,169.4,100.6,188.75,36.2,289.4,169.2,21.2,137.8,97.7,146.4,207.4,5.8
487.2,480.4,238.4,258.5,43.4,64.4,44.6,887.6,507,459.2,337.8,550.8,474.4,252.4,67.8,157,138.9,222.6,328,214,53,76,86.7,68,125.2,39,300.4,60.2,34.8
272.2,384,303.6,275.6,100.4,43.6,32.6,655.2,775,540.8,329.6,529,339,65.2,139.4,184.3333333,477.9,135.2,187,646.75,91.8,378,235.2,91.6,108.4,84.3,239.4,45.2,34.6
242,453.2,236.2,197.7,46,140.8,12.6,699.6,437.75,472.8,289,783,288,68.8,610.6,134.6666667,376.6,143.6,120.8,849.5,134.6,400,253.7,30,38.2,64.2,393.2,27.8,65.8
377.4,158.6,140.8,384.1,109.4,160.2,20,810.4,387.75,246.6,315.2,888.8,301.4,88,524.8,17,182.2,123,99.4,412.25,195.6,304,212.9,13.6,183.6,276.9,218.6,52.6,96.2
226.2,253.8,106.2,433.1,142.6,149.6,38.6,1076,423,441.4,92.2,917.8,232.8,56.4,486.4,221,392.8,125,203.8,644.75,115.8,185.6,185.9,119.8,180.8,45.2,226.4,97.8,69
245,170.2,292.6,188.6,327,191,5,1128.6,656.25,443.4,169.8,899,163.2,231.8,423.2,17,460.4,89.6,278.8,1079.75,67.2,87.4,213.3,16.4,293.7,12,123.4,581.6,231.4
105.2,294.6,204,505.1,233.8,220.2,41.6,1008.2,627.5,785.6,282,781.4,251.6,332.8,204.2,421,299.8,89.4,56.8,937.5,67.6,136,277,111.8,421.3,5,527,233.8,265.4
104,105.4,211,793.7,220.2,230.4,25,877.8,1043.5,597.4,445.2,567,50.6,581.8,553.2,316.6666667,293.4,205.8,125.4,380.25,9.6,175.6,146.7,123,99.9,19,422.6,590.2,300.4
382.2,317.6,68,379.2,191.6,51.2,65.8,837.4,466.75,428,222.8,600.8,308.6,222.4,348.8,585.3333333,184,208.8,115.2,888.25,149.6,45.2,68.5,176.4,112.6,71.2,362.2,541.6,362.8
425.4,390.4,94.2,355.3,229.4,57.8,50.6,904.4,1181.25,901.2,246.6,572.6,365.8,272.6,287,875.6666667,409.2,305.4,53,560.75,16.8,92.6,147.3,235.6,107.8,260.8,244,298.6,262.6
384,138.4,169.8,457.2,194,112,20,771.6,566.5,1396.4,286.6,896.4,426.8,288,422.6,124.6666667,510.7,209,140.6,769,14.4,239.6,223.3,136.4,122.8603918,168,452.8,281.6,249.8
488.8,240.2,138.8,368.2,111.2,192.6,30.2,907.4,767.25,689,119.4,480.8,71.8,376,234.4,1068.666667,528.7,232.2,160.4,763,41,210.8,199.8,33,103.7,11,357,351,148.4
855.2,211,286.6,573,191,109,59.8,961.8,933,715.2,168.2,910,41,127.6,412.8,314,314.2,248.4,46.2,176.25,65.2,260.6,139.7,18.4,10.8,76.2,214.4,425.2,96.2
444.8,199.4,152.4,341.1,180.6,92.4,41.6,985.8,692.5,728.6,347.4,553.6,52,218.4,441.8,766.3333333,452.9,228.4,257.4,366.5,38.6,202.4,230.9,27.2,101.4,112.4,174.2,393.8,142.8
417.6,288.8,210,344.4,324.6,35.8,25.2,1233.2,361.5,575,430,1031.6,69.4,206.8,324,861,268.3,305.2,79.6,349,149.2,264.6,226.9,27,77.4,157.8,184.2,426.8,326.6
780.6,388.2,205.2,268.6,391.2,165,398,1119.4,721.25,758.6,275.4,911.2,63.2,212.4,234.4,514.6666667,323.9,379.4,230,444.5,102.8,253.6,141.2,25.2,44.1,158.4,315.8,585.2,392
560.6,118.6,347.8,122.8,629,284.2,125.4,996,479.5,596,116,616.4,87.4,282,239,857.6666667,464.1,316.2,178.6,315.5,130.4,277.8,221.4,23.2,131.8,151.4,164.8,243.2,345.2
721.8,209.4,436.6,298.9,589.6,188,125,763.2,739,356.4,85.4,706.8,58,181.6,314.8,188,289.2,270.8,153,840.5,29,435.6,53.7,45.2,169,68.2,217.8,335.8,221.6
700.8,161.2,443.4,601.6,231,135.6,126.4,514.2,787.5,855.2,140.4,1189.4,119,177.2,276.2,117,319.2,303.6,155.4,148,0,396.8,21,49.2,81.1,112.6,404.6,186.8,388.8
606.4,163,220.2,406.0738061,538.6,178.2,40.6,626.4,590.5,1456.8,110.4,850.4,48.4,221,324.4,42.66666667,321.8,213,311,392.75,57.8,198.2,20.5,57.8,103.5,233.8,387.6,560.8,377.8
627.2,629.4,428.4,395,529.6,131.2,144.6,669.6,952,1358.4,95.2,846,53.2,214.4,462.2,614.3333333,274.7,291.2,233.2,886.25,41.4,366.6,36.3,94.8,97.9,31,293.4,530.2,170.4
827.8,390.6,347.2,740.7,369,38.6,27.6,621.6,980,570.2,65.4,1343.2,66.2,351,211.4,1036.333333,450.6,245.2,117.6,1297.5,62.6,155.4,25.9,78,214.6,138.3,185,208.8,415.2
678.4,469.2,299.8,847.5,239.2,118.4,20,556.6,1129.75,558.6,106.8,1169,55.4,349.4,195.4,1090,290.8,199.8,240.4,1428,72.4,247.6,114.1,235.4,74.6,139.4,456.4,301,347.2
701.8,456.8,328.4,837.3,209.4,182.8,17.6,489.4,927.25,762.6,156.2,894.4,106.8,330.2,336.4,643.6666667,187.9,253.4,208.4,1795,19.4,206.2,210.4,284.6,95.4,147.9,436.4,307.8,263.6
1045,558.2,332.8,1269.6,281.2,126,12.6,800,1238.5,423,173.2,778,136.4,244.8,305.2,565,302.9,184.4,243.4,759.75,48.4,253,198.7,275.2,97.2,102.6,563.6,390.4,315.2
918.8,128,211,1051.2,564.2,219.2,2.6,762.8,1418.5,823.6,138,920.4,83,296.2,344.4,501.6666667,313.4,219.4,344.8,809.5,92.2,194.6,367.5,325.6,50.6,120.8,493,684.8,285.2
1182.4,108.2,202.8,589,547.2,322.2,10,1120.8,1170.75,657,162.2,1353.2,107.2,199.4,411.8,879.6666667,295.2,304.2,454.4,484.25,42,425.4,166.4,338.2,148.1,88.8,670.4,626.8,309.2
1069.2,87.2,332.8,375.4,215.8,213,133,995,712.25,632.8,161,867.4,33.6,191.2,302.2,575.3333333,298,372.8,358.4,330.5,60.8,741.6,41.8,431.8,80.7,129,274,444.6,305.8
733.2,86.8,440.6,923.7,221.6,180.8,178.8,1205,1086.75,431.2,221.8,991.8,82,52.6,214.8,356.6666667,154.6,287.2,227.8,420.25,7.2,672.8,65.8,416,106.8,83,315.8,401.6,275.8
706,156.2,440.6,784,132.4,110,111.4,1177.6,960,386.2,244.2,844.6,58.2,216.8,221.8,494.3333333,127.4,321.4,466.8,431,41,605.8,96.2,454.8,85.6,94.4,402.6,435.2,95
966,218.6,431.8,599.9,111,259.6,55.4,1067.2,664.25,490,167.4,970.8,74.8,344.8,138,823.6666667,323.1,135.2,506.2,332.5,33.6,1081.8,107.2,503.8,75.3,243.4,220,436.4,90.2
444.2,226,545,333.3,193.2,278,253.2,859.2,936.75,404.6,125.4,1093.2,74.8,460.4,101.8,368.6666667,300.1,196,510.6,287.75,65.2,1206.4,118.4,291,140.3,62.8,212.6,578.6,141
457.2,213.8,428.4,365.5,193.6,226.8,7.6,724.6,543.25,340.6,190.2,969.6,53.2,239,347.8,321.6666667,92.9,102.4,385,410.25,31.4,678.4,37.2,161.6,53.2,141,269.6,301.6,106.8
310.2,290.2,712.6,501.5,413.6,227.2,5,881.4,317,373.2,376.4,1162.6,36,232.8,433.2,775.6666667,184.1,89.4,348.6,163.6653024,24.2,682.4,42.6,223.2,89.4,114.3,154.8,423.2,267.8
542.8,164.2,386.8,772.6,457,214,0,899.6,448,635,260.2,1001.4,52,224.4,472.8,502.6666667,380.5,140.4,112.8,635,33.6,1237,238.7,205.2,112,70.6,144.2,436.2,186
183.8,259.6,153.6,1098.9,1005,302,134,938.6,671.5,539.2,281,581.4,53,451.8,381.6,399.3333333,243.4,106.2,65.2,477.25,110.4,415.6,299.1,153.8,87.9,186,154,206.4,137
272.2,146,263.2,759.4,639.6,292.2,97.4,897.8,811.75,487,422.2,305.8,106.2,523.6,399,162,252.4,146.4,46,744.25,62.8,194.8,111.2,187.8,70.4,189.2,110,834.2,203
308.2,62.4,277.6,815.1,859.2,231.4,0,750.6,583,604.6,454.2,510,43.4,354.8,467.4,445.3333333,388.2,196,83.2,362.5,110.6,209.4,41.4,117.2,44.4,122.9,281,784.6,188.2
258.4,371.8,535.8,651.4,156.2,158.2,72.8,813.2,857.75,935.4,326.8,441.8,36.2,299.2,530.8,198,166.7,199.8,193.6,266.5,7.2,203.6,90.7,22.2,120.4,320.9,251.6,578.8,279.2
305.6,270.8,532.2,509.7,275.8,187.4,265,633.8,1162,890.6,376.4,563,43.4,466.8,365.2,55.33333333,243.5,232.2,164.6,391.5,69.4,69.2,112.6,3,19.9,209.6,186.6,449.2,268.8
504.8,264.8,481,1110,247.2,243.2,422.6,710.8,916.75,807.4,302,566.2,48.4,360.4,363,175,347.4,141.8,355.4,304.25,67.6,1162,377,45.6,8.7,233.3,97,506.4,254.2
207,516.6,451,621.3,125.8,193,142,761,587.75,516,216.8,477.6,212.2,195.4,366.6,286,441.9,161.8,330.4,256.5,55.4,698.6,264.8,29,38.2,154.6,178.8,372,391.2
442.6,388.2,284,638.1,151,80.4,301.2,431.8,633.75,427.4,264,630.4,281.2,203.8,240.6,207.3333333,191.6,315.8,230,958.25,132.2,820.8,450,36.8,128.4,58.1,90,729.8,309.8
334.2,259.6,428.6,653,134,337.4,159.8,744.8,554.5,378.4,509.8,431.2,304.6,217.2,315.6,531,324.2,416,217.8,668.25,198.4,395.4,594.7,34,170.2,39.1,67.2,862.8,318.6
139.6,283.2,275.8,713,108.8,107.2,181.2,838.6,924.25,369.2,314,239,313,154.6,259.6,265.3333333,217.8,397.4,119.4,752.75,146.8,463.2,312.5,15.6,149.2,13.5,160.6,490.4,171
100.4,188.8,170,891.4,84,301.2,196.2,866.6,921.5,540.8,140,311.4,250.4,140,267.6,315,312.4,307.6,84.6,259.25,181.4,544.4,300.8,35.8,25.6,61.2,176,512.4,198.4
318.2,287.8,231.6,976.8,78.6,318.4,235,735.8,1081.25,812.2,98.6,512.6,279,292.2,316.2,109,239.2,302,45.8,41,107.6,277.8,358.3,41.2,116.6,2.5,131.2,590.2,100.8
209.6,228.4,135.6,778.5476123,108.6,384.6,241.4,502.2,1313.25,1082,334.2,291.8,211.6,189.2,216.2,396,236.6,144.4,91.8,132,36.2,184.4,90.4,27,29.6,46.4,87,438.6,49.2
303.8,244.2,111.8,881.2,262.2,249.4,254,657.6,1333.25,1150,464.8,187.6,92.2,126,310.6,127.6666667,234.3,122.8,132.2,101,155.8,298.4,73,116,73.5,62.4,88,519,111.6
219.4,172.4,287,699.1,139.2,248.4,212.4,655.2,1099.75,1041.4,310.6,470.2,54,176.8,287.2,702.3333333,290.4,130.6,291.4,174.25,259.8,188,167.2,118.4,80.9,148.2,108,646,115
336.2,95.4,383,829.9,340,109.6,50,771.2,995.5,708.8,697.2,485,71.4,210.8,257,778.3333333,300.8,157,82.2,467.25,138.6,235,121.7,247,88.8,193.7,184.6,638,335.2
488.4,183.8,221,680.1,120.2,181.8,166.2,738.2,591.75,823.4,567.8,779,360,249,372.6,695.6666667,364.3,113.6,53,571.5,21.6,343.6,192.1,163.2,21.7,152.9,147.6,621.6,153
443.4,53.8,171.2,647.4,91.2,144.4,84.8,686.4,605,618,806.2,763,272.2,266.4,276,798,214.7,330.2,110.6,733.5,71.2,141.2,400.8,81.6,34.3,67.6,102,634.4,282.6
267.6,123.4,128.6,723.4,89.2,127.6,129.6,553.4,1109.75,586.8,496.6,1340.2,198.2,189.2,99.4,552.3333333,551,393.8,128.2,507.5,31.2,323,236.5,118.6,42,28.1,301.8,524.6,148
146.2,183,177,512.1,241,127.6,186.2,355.2,711.5,723.6,235.2,755.6,155.6,491.4,360.2,926.6666667,342.8,394.8,105.6,634.75,65.4,86.6,96.5,114.6,31.9,41.2,217.6,824.2,155
702.8,171.6,434.6,903.4,197,146.2,188.8,460.4,545.5,749.8,139,718.6,55.6,175.2,403.6,565.6666667,307.2,82.4,19.2,428.5,65,160.6,228.2,198.2,8.2,42.3,376.2,479.8,186.6
846,129.8,268.6,726.7,316.8,302,156.6,753.6,594,705.5416579,451.2,490.6,94.2,143.4,455.2,849.3333333,290.4,107.4,94.2,276.5,14.4,254.2,54.7,231.6,3.4,30,627.2,339.2,259.8
333.2,89.8,386.4,475.9,162.8,275.4,161.2,596.2,801.75,832,402.4,460.4,26.6,141,128,932.6666667,386.7,267.8,45.8,537.75,26.6,308.6,9.6,537,37.3,39,413.6,332.6,404.4
373,108.6,237.6,606.3,167,97.2,125.4,558,643.25,899.6,345.2,437.8,70.6,111,367.6,805.6666667,173.6,240,55.6,761.5,19.2,243.4,7.5,398.2,73.4,60,616.4,412.6,199.6
603.2,124.4,183.6,670.3,171.6,134.2,117.4,497.4,822.25,539,513.2,615.4,156.8,255.4,427.2,657,261.2,352.4,192.8,432,56,92.2,89.6,237.8,22.1,15.5,428,446.8,218.4
519.6,95.4,218.6,400.5,213.4,67.6,105.4,441.6,1036.5,564.4,319.8,335.2,138,472.8,335.2,546.6666667,325.2,306.6,288.6,412.25,43.6,289.4,127.5,307.2,27.1,88.4,248.2,386,109.6
437.6,118.8,155,676.7,222.6,30.8,12.6,413.4,653.75,699.4,177.2,92.8,55.4,404.6,333.4,514.3333333,209.3,167,79.6,651.75,24,302.8,56.3,4.8,56.5,3.5,167.4,384.6,137.6
481,313.4,190.8,513.9,249.6,66.6,10,537.4,374,820,323.2,108.6,56,288.6,505.2,330.3333333,224,101.8,200.8,388.75,43.8,393,86.2,126.4,26.3,94.7,171,441.6,113.2
599.2,136.2,194.6,607.1,239,98.4,0,610.6,700.25,574,140,229.8,55.6,256.4,676,469.3333333,257.2,106.6,106.2,696.5,107.6,262.8,130.3,171.2,44.4,25.1,175,258.4,181.8
345,125.4,215.8,631.9,102,87.6,2.6,701.4,818,546.6,224.2,424.6,43.6,351.8,652.6,287.6666667,337.2,169.8,186.4,365.75,144,269,56.1,275.6,49,36.5,100.8,249.6,191.4
575.2,122.8,112,537.5,384.8,134.2,0,602.2,891.5,625.8,241.4,340.4,65.2,308.8,410.2,378,295.1,307.8,72.2,439,52,577,65.8,16.4,5.7,82.9,215,280,414.4
440.6,190,151,641.8,480.8,116.4,0,561.4,716,533,350.2,354,229,406.8,518.6,717.6666667,370.1,297.6,520.8,870,54,291,60.2,112.2,50,17,207.2,155.2,314.6
440.2,96,271.4,931.6,508.8,67.6,0,731.2,974.5,446,177.2,151.6,187.8,243.4,334.4,496,462.5,426,491.6,1285.5,12,423.4,114.1,188.6,109.4,105.2,153.8,234.4,291.6
191.2,97.2,205.2,654.6,324.6,49.6,20,653.6,611.25,311.8,501.4,103.4,98,232.8,511.6,307.3333333,317.2,727.2,377.8,480.25,26.4,402.4,102.4,222.2,58,174.7,110.2,294.6,163.2
150,163.2,377.2,472.2,334.2,161,0,427.8,502,299,370.4,182.6,120.6,348.4,589.8,548.6666667,210.3,779.6,144.6,1231.25,26.6,343.6,35.3,252.4,61.3,152.9,134.2,523,185.4
151,144.4,228.2,484.2,222.6,113.2,0,348,436,412.8,270,120.4,161.4,166.4,461.4,521.3333333,263.4,401,89.6,951.25,86.4,302,118.5,184,17.3,134.7,225.6,294,166.6
470.8,179.6,387.4,393.7,83,48.6,0,439,561.5,606.4,337.8,140.4,341.6,231.8,805.2,413,254.4,306.6,118.8,593,120.8,393.4,193.7,211,1.5,100,62,109.8,222.4
244,69.8,415.8,443.2,113.6,53.6,0,429,583.5,193.3416579,171.6,398.8,273.4,235.4,407.6,521,209.3,235,206.2,176.5,108.8,206,183.5,394.2,114.1,166.5,180.4,293,105
351.4,115,488.8,608.7,152.6,187.4,0,538.4,357.75,588.2,157.4,437.8,256.4,337.2,408.2,552,181.1,490.4,363.2,392.75,167.6,325.4,390.1,250.4,62.7,244.2,54,254,318.4
