Subj_1,Subj_2,Subj_4,Subj_5,Subj_6,Subj_7,Subj_8,Subj_9,Subj_10,Subj_11,Subj_13,Subj_14,Subj_15,Subj_16,Subj_17,Subj_18,Subj_19,Subj_20,Subj_21,Subj_22,Subj_23,Subj_24,Subj_25,Subj_27,Subj_28,Subj_30,Subj_31,Subj_33,Subj_34
119.8,238.6,50.8,334.1,233.4,41,222.4,468.6,587.25,388.6,271.6,510.4,155.6,65.8,457.6,356,438.1,214.6,125.2,414.75,105.2,811.4,101.4,200.6,151.4,141.6,253.2,332.8,271.4
25,152.4,264.2,557.7,207.6,5.2,55.4,772.8,419.75,318.6,179.4,688.6,116.8,186.2,616.4,432.3333333,362.8,117.8,187.4,379.75,51.6,1061.4,196.2,245.6,65.4,30,200.8,269.8,152.6
52.6,174.8,245.4,598.1,324,25.6,15,633.6,468.25,398.6,243.8,360.8,127.6,74.8,301,490.6666667,311.6,145.8,166.2,224,41.2,664.2,144.8,458.4,100,5,245.8,208.4,226.2
274,231,162.2,568.7,167.6,30.8,75.2,490,670,677.4,139,138.6,185,248.8,353.4,629,374.2,41,216,509.5,93.8,665.6,129.1,453,108.1,102.3,176.2,144,250.8
447.8,205.4,399.8,543.2,132.2,10.2,58.2,641.4,584.25,498.8,78.2,219.8,103.8,169.6,269.6,605.3333333,383.6,144.6,257.8,335,109.2,474,131.5,622.4,94.7,125.4,205.8,73.4,180.2
425.4,81.8,326.4,441.7,199.4,7.6,52.8,455,840.75,272.8,206.4,221.6,50.8,140,74.8,560.6666667,381.9,237.2,200.2,376.5,65.8,558,142.1,454.2,204.3,219.5,180.4,162.4,152.8
183.2,220.8,343.8,428.3,191.2,0,128.6,502,1095.25,371.6,171.2,252.4,45.8,98.4,194.2,471,312.5,277.2,241.4,467.5,36.2,495,179.4,333.4,89.2,256.7,228.8,40.4,191.2
189.2,409.6,374,723.4,100,0,22.6,502,461,314.4,176.6,247,82,84.2,158,486.6666667,225.8,159.4,184,574,65.6,749.8096037,239.9,367,161.4,115.9,206.8,402.4,164.8
81.2,285.2,413,910.8,55.8,15.4,42.8,550.6,989.75,281,152.2,161.6,58,37.6,320.2,338,298,402,158.8,815,58,760.2,153,557.2,405.6,112.9,186,210,146.8
71.4,370.8,7.2,890.4,31.2,58.8,25.2,480.8,809.25,224.8,122.4,368.8,16.8,62.8,417.2,620.3333333,224.2,203.8,356,1005.25,43.6,500.8,100.4,498.6,235.2,291.4,195,368.8,135.2
83.2,180,12,476.5,110.2,23,50.2,560.2,664.5,304.8,22.8,458,34.2,69.8,105.4,243.3333333,308.7,272.4,512,613.75,77.4,797.6,163.3,257.2,202.1,362.2,185.4,131,118.6
123,265.8,214.8,617.7,245.4,28.2,42.6,807.2,977.5,174,138.6,424.2,31.4,65.8,234.4,248.3333333,173.9,209.8,208.2,780,51.6,823.8,298.8,146.6,111.5,172.8,155.4,143.6,161.4
67.2,329.4,262.2,759.2,139.6,144.4,37.8,619.4,244.5,194.4,351.8,650.4,55.6,25.2,208,240.6666667,201.5,260.6,284,305.5,57.4,719.8,300,142.2,124.6,340.1,61,121.4,60
117,393.6,80,611.3,326.4,146,100.4,498.4,440.75,153.6,178.6,1332,100.4,195.8,490.4,271.3333333,102.3,296,721,266.5,19.2,581.2,292.7,111,253.7,86.5,84.2,87.6,6.8
73.8,634,242.8,478,508,180.2,243.2,502.6,393.75,760.8,88.8,1182.4,46.2,56.4,208.8,522.3333333,94.3,266.2,443.8,121.75,31.4,422.4,256.6,117.4,151.2,34.1,61,102.4,5.8
166,423.8,487.8,458.7,144.2,162.8,223.4,774.4,575.25,457.8,246,1211.8,48.4,42.6,272.2,350.6666667,225.8,242.8,439,145,91.4,754.2,138.1,101.6,61.6,49.6,265,228.8,121.6
200.2,808,153,644.4,122.4,170,47.6,647.8,714,224.4,271.4,467.6,73.4,59.4,283.6,493.3333333,371.2,76.4,384,172.5,7.2,807.6,212.6,209,51.4,50.4,268,207.4,89.6
576.8,435.8,124,780.7,88.8,196.6,37.6,696.6,613.5,280.2,174.2,323.2,71.4,17.6,163,351.2299323,178.5,192.6,217,155.5,50.8,394,182.6,215,62.7,95.8,379.4,190.8,86.4
307.6,539.8,16.8,543.1,196,105,109,527.8,812.5,364,98.4,187.4,83.4,35.2,88,688,364.3,249.8,464.6,579.75,98.6,759.2,70.1,357.6,71.2,58.2,227.8,109.6,31
261.6,719.6,118,445,238.6,40.8,48.2,469.2,711.25,540.6,67.2,138.6,65.2,27.6,164,1070.333333,278.9,85.6,439.2,197.75,127.8,404.4,392.2,429.8,40.4,220,335.8,185.8,71.4
391.2,301.6,41,449.8,349.2,7.6,27.8,468.2,735.75,175.2,55.2,220.2,91.2,108.4,99,735.6666667,190,346.2,500.4,340.5,24,386,178.3,269.4,79.7,143.7,229.8,64.4,11.6
357.4,377.4,63.8,321.1,305.2,85,27.6,452.8,862,200.2,10,558.2,83,7.6,126.4,698.3333333,153.9,275,449.2,149.5,43.6,68,306.8,372.2,68.3,203.6,197.8,68.4,45.2
380.8,104.4,193.6,243.3,299,28.2,70.2,717.8,757.75,264.2,238.8,933.6,77.2,41.6,75.8,979.6666667,168.9,214.6,197.4,154.25,41,312.8,83,224.8,109.6,210.9,187,82.8,157.6
109,250.8,222.2,521.9,555.8,45,75.4,949,964.75,176.8,195.2,657.4,66.6,313.2,100.4,1038.333333,169.1,198,144.8,105,104.2,658.2,162.1,416.8,192.3,162.2,133.2,81.2,198.8
438.2,263.2,145.8,275.2,415.8,61,128.2,693,862,106.6,105.8,395.4,72,5,141.6,1484,263.9,237,204.2,173.5,77.2,405.2,154.5,496,257.4,81.8,138.4,107.6,287.4
47.6,210,390.8,291.4,329.8,89.2,111,669.4,576.5,125,106.4,312.6,29,32.6,200.2,1186.333333,158.4,222.2,251,167.25,81.6,396,208.9,414.2,139.2,24,117.2,50.2,188
37.8,372.2,249,604.3,221.2,38.4,88,729.2,337,90.6,35.2,107.2,16.8,56.2,67.2,1183.666667,159.3,154,101,462.5,132.4,327.4,359.3,277.6,246.8,0.5,31,27.6,175.2
244.4,108.4,68.4,249.5,254.2,88.6,25.2,575.4,475.75,122.8,47.6,35,26.4,69.2,64.8,683.6666667,205.9,209,104.8,204.4153024,149.2,605.6,336.7,376.6,139.8,0.5,25,151.8,250
123.4,255.4,115.4,406.5,349.6,82,63.8,403.4,277.5,107.6,50.2,244,41,20,75.8,1171.666667,175.6,51.8,158.8,107,148.8,476.4,260.4,406.8,34,2,90,122.6,204.4
76.8,164.4,163.4,348.1,469.6,192.6,284.6,198.4,457.5,112,15,137.6,38.6,7.6,88.8,924,241.3,225.2,72.8,121.75,97,501.2,391.5,292,25.6,13,14,142,185.8
55.2,293.4,173.8,412.4,429.8,92.6,185.2,222.8,596.75,187.6,32.6,201.2,21.6,12.6,83.8,1188,249.3,56.4,87.4,297.5,128.4,457,335.4,309.6,30.5,1,249.4,45.2,155.2
99.8,94.2,94.6,272,523,153.6,171,389,428,259.2,52.8,195.2,31.4,5,25.2,997.6666667,188.5,137.8,259.4,432.5,51,481.2,94.1,328,71.9,22,212.4,75.4,206.4
101,110,69.6,252.4,199.4,88.6,163.6,338.2,501,468.4,25.2,163.2,4.8,10,131.4,1220.333333,253.4,233,202.8,59.5,142,523,153.7,556.6,89.5,17,139.8,59.4,291
295.6,200.8,45.8,352.3,368.4,177.2,294,311.2,770.5,584.8,2.6,660.4,4.8,7.6,101.4,695.3333333,208.4,206.2,215,106,95.6,435.8,144.9,354.6,67.6,95.1,129.8,194.8,339.2
438.2,244.6,53.2,479.4,643.2,89,118.6,251.8,547.75,197.8,20,381,12,0,109,1227,161.5,25.6,233.4,196.5,61.8,365.6,120.8,419.6,26.2,298,197.2,204.8,249.2
325.2,282.6,50.2,462,539.4,89.4,188.2,289.6,553.5,523.4,76.4,252.4,68,22.6,136,789.3333333,135.5,262.4,174.2,333.25,89.8,77,192.9,587.6,9.6,360,112,159,227.2
442.8,190,186.4,554.5,634.8,74.8,158.6,324.2,275,602.2,70.2,389,31.4,25.2,124,572.6666667,336.3,226.4,240.4,280,16.8,238.6,175.7,268.4,141.7,443.8,29,100,194.6
305.2,210.6,309,300.4,874.8,57.8,269.4,305.8,387.75,499.2,80.2,263.4,24.2,27.6,32.8,808,342.7,295.4,175.8,184.5,74.8,166.2,172.5,281.2,33.4,347.7,88,292.6,396.2
498,250,233.8,270.9,640,128.2,183.8,233.8,309.25,405.6,59.6,287.2,31.4,0,47.6,1539.666667,267.8,173.6,213.8,50.25,100,248.6,175.4,409.2,52.4,250.8,159.8,190,305.8
216.8,231,126.6,334.1,423.6,65.6,130,336.6,329.25,258.6,113.8,382.4,59.4,0,62.8,1554.666667,241.5,253.4,148,122.25,200.8,105.4,193.7,354.6,74,316.8,373,224.6,245.2
287.6,165.4,86,400.9,720.4,18,12.6,226.2,187.5,243.8,35.2,587.6,125.6,0,40.2,1019,134.9,304.2,136.8,187.5,90.6,264.2,389.1,227.6,225.2,541.3,317.6,306.6,224.4
212.4,151.2,135.2,512.8,630.2,18,81.4,743.2,226,102.2,25.2,476.8,110.2,10,60.2,424.3333333,143.2,395.2,151.2,83,150.6,191,314.4,328.4,411.6,202.6,686.4,205.4,278.6
448,353.2,63.2,799.6,542,12.8,57.2,297.8,479.25,172,32.8,332.8,45.8,7.6,87.4,849.3333333,176.9,217.2,173,53.25,78.8,414.4096037,302.5,312.8,363.4,310.7,683,75.4,276.6
751,556,53,702.7,420.6,15.4,30.2,178.6,512.75,115.8,7.6,413.4,59.2,27.6,147,969.6666667,211.6,329.4,51.6,98.5,70,207,423.2,484,195.4,189.4,667.6,420.8,358.4
558.8,368.6,215.2,508.1,321.4,84,244,263,520.25,394.8,20.2,236.8,41,15,305,830.3333333,112.4,431,220.8,37.5,154,407.4,444.6,445.6,174.4,259.9,545.6,703.6,290.2
622.4,526,45.6,352.1,142.8,87.6,72.8,115,727.75,329.2,17.6,466.2,24.2,0,363,704.6666667,82.9,333.4,85.8,37.75,163.2,254.4,381.2,294.6,109.5,209.6,567.4,312.6,349.4
858.2,540.2,135.6,450.9,109.6,38.6,40.4,209,522,154.6,10,461,21.6,12.6,293.6,792,206.5,430.6,167.6,284.75,68.4,269.8,331.3,531,82.9,158,409,330.8,203.2
911.4,491,123.2,466.1,791,23,45.2,191.2,733,217,37.8,245.4,16.8,0,241.2,1004.333333,174.9,603,336,108.75,60.8,166.8,577.2,237.4,187.1,10,518.8,453.2,341.6
554.2,482,165.8,383,555,30.6,17.6,456.6,451,443.6,27.6,467.2,62.6,0,133.6,1000.333333,185.9,270.4,290,420.5,16.8,180.4,359,620.6,94.3,92.8,412.8,289,229.6
244.2,290.4742466,155,501.9,410.2,126.4,90.2,320.4,651.25,612,5,330.4,41,2.6,130.4,322.6666667,257.1,472.2,456.8,170.9153024,24,145.4,257.2,490,69.8,73.8,524.2,368.6,293.8
163,135.8,210.6,607.2,135.2,101,144,336,566.5,218.2,72.8,214.4,46.8,0,139.6,687.6666667,222,279.8,370.8,293.75,84.6,281.8,259.4,425.6,23.1,7.5,781,202,361.6
216.8,79.8,516.8,262.8,348.2,132.2,117.6,146.2,448,305.2,62,339.8,72.6,2.6,130.6,509.3333333,246.2,287.8,466,371.5,104.2,539,279.9,363,91.2,5,589,55.4,479
168.2,116.2,549.6,391.9,566.6,132,42.8,367.4,707.25,357,195.6,233,67.4,10,126.8,647.6666667,152.6,176,322.6,379.5,105.2,517.6,194,316.4,123,29.6,578.6,157.6,406.2
174.2,178.2,234.6,216.1,265,10.2,25.2,141.4,411,141,169.2,174,58.8,5,172.2,736.3333333,342,149.6,273.4,419.5,82.8,233.8,272.7,361.8,60.9,81.4,398.2,204,283.8
323.6,152.2,154.6,145.9,460.2,53.8,88.8,89.4,530,128.6,25.2,203.4,56.4,47.6,242.8,588,103.3,391.2,405.2,1009,132.8,352.8,147.5,352.2,45.6,64.9,198.6,78,259
52.6,57.8,184.4,615.8,394.2,163.8,22.6,89.8,463.5,213,114,281,51,2.6,317,784.3333333,48,520.2,210.6,544.25,98.6,172.2,229.9,266,91.1,33.3,243.6,290.6,409.4
55.4,42.4,467.6,302.1,435.6,207.6,17.6,114.6,352,290.4,80.4,359.8,24.2,0,210.4,355,66.9,341.6,176.2,604.75,126.6,324.2096037,151.8,263,89.8,146.8,213.2,301.2,489.4
50.2,10.2,427.6,401.5,485.2,277.6,47.6,92.2,418.5,285.2,40,282.2,55.4,56.8,185.8,480.6666667,76.5,119.8,142.8,507.5,98,134.4,157.1,345.6,9.6,222.7,101.2,212.8,341.2
129.6,124,135.6,294.4,567.4,144.4,101,123.8,672.75,224.4,17.6,462.8,36.6,125.4,427.2,305.6666667,171.6,480.4,273.8,613.5,29,205.8,114.2,143.8,66.9,91.2,196,284.2,435.8
203.4,122.4,227.4,100.7,439.8,122,40.2,127.2,447.25,327.8,55.6,231.4,56.4,56.8,276.8,502.6666667,170.5,384,230,193.5,24.2,104.4,135.8,389.4,142.1,172.5,234,280.2,333.8
192.2,107.6,106.8,254.1,177.4,207.8,160.8,191.8,414.75,234,122,238.8,33.8,10,74.6,531,121.1,279.2,198.6,364,58.4,138,144.3,410.6,6.4,151.2,403.8,208.4,496.2
539.2,92.6,217.4,182,346.2,197.6,35.2,239.6,226.5,256.2,165.2,285.6,46.2,7.6,108,1475.333333,84.1,408,202.8,409,31.2,149.6,165.1,372.4,8.2,63.4,350.8,199.2,488.4
527.4,25.6,83,216.4,266.4,296,111,506.8,450.5,192.6,193.8,72,96.2,12.6,116,1043.666667,138.1,397.8,141.4,169.5,123.8,21,160.1,395.6,77.8,43.7,371.6,245.4,244.6
608.8,97.2,26.4,238,239.8,213.2,175.6,264,733.5,257.6,392.8,170.2,115.6,7.6,101,975.3333333,132.6,713.8,130,458,79.2,41,384.8,86,34.8,107.3,485.6,312.2,149.6
205.4,134.6,78.8,411.7,145.6,159.8,266.2,716,692.75,346.8,262,107.4,53,0,103.8,406,165.1,574.2,136,427.25,77.2,165,394.3,202.4,220.5,99.3,318.6,202.4,317.2
257,164.4,60.2,273.1,241.4,166.4,110,911.4,855.75,401.4,94.4,151.2,88.4,22.6,174.2,861,142.6,549.8,130.4,1219,70.4,85.2,322.6,216,55.3,69.3,257.8,205.4,199
431.6,234,121.2,228.1,245.4,219.2,281.6,281,893.5,498.2,193.8,341.6,9.6,27.6,25.2,709.3333333,192,510.6,251.6,1129.25,55.4,95,351.1,240.6,96.7,22.5,327.2,7.8,263.4
644.6,390.6,62.8,293.1,463.2,129.4,177.4,249.4,712.75,428.6,260.4,359.6,12,2.6,41.6,442.6666667,224.3,511.8,297.4,690.75,100.4,112.2,227.4,457.2,155,33,394.4,159,124.4
636.8,186.8,163.8,416.6,340.6,150,55.4,129.2,409.75,291.2,226.2,195.8,12,2.6,20.2,262,269.3,517.8,471.8,271,67.6,93.6,323.2,285.4,111.8,1.5,406.2,194.4,207.2
486.2,243.6,97.2,185.7,306.6,96.8,130.8,44.2,855.25,231.4,154.2,174.6,19.4,12.6,75.8,224.3333333,325.5,532.6,343.8,136.75,124.6,93.8,271.6,247.4,29,7,449.7029094,198.8,168
629.8,228.2,254.6,199.1,433.6,107,97.8,298.8,904.25,121.4,101.4,194.8,211,0,10,304,256,482,225.4,335,88.4,275.6,391.9,550.4,94.1,27.6,161.4,99,146.2
784.2,128,98.6,126.9,254.6,263.8,84,322.4,609.5,103.4,90.8,255,67.6,0,32.6,287.6666667,282.2,458.8,245.8,245,29,458.8,248.4,660,262.9,55.2,353.2,150.4,135.2
487.4,121.8,241,307.6,216.8,97.8,74,291,844,180.8,134.6,661.8,7.2,5,7.6,653.6666667,268.3,244.6,109,567.25,19.2,516,356.3,475.8,155.4,68.5,277.8,126.6,182.8
302.8,134.2,319.2,345.1,173.4,265.6,5.2,97.8,651.25,80.4,20.2,376.4,12,0,22.6,400.3333333,198.1,427,80.2,583,9.6,399.4,145.7,621.6,89.1,82.3,356.2,153.6,151.8
248.8,103.4,320.8,395.3,255.8,426.6,20.2,186,898,142.2,57.8,75.8,68,5,15,363.3333333,251.1,315.6,68,744.75,59,275.2,169.8,533.2,44.9,143.6,457.2,170,261
438.2,153.6,501.8,429.1,77.8,228,32.6,181,480,106.4,0,84.8,33.8,0,17.6,689.3333333,168.5,253.4,99.6,784.25,63.2,113.4,166.4,433.2,150,89,435.6,342.4,186.4
583.6,103.4,286.4,389,91.2,192.6,134.4,88,855.75,115.2,10,30.2,43.8,2.6,10.2,543.6666667,192.9,495.2,70,446.25,82,490.2,187.8,275,75.1,134.8,208,408.4,132.2
1009.6,57.8,178.8,286.4,112,43.6,71.4,73,617.5,87,17.6,321.6,36.2,7.6,7.6,748.3333333,178.8,364,89.4,652,70.6,261,254.9,755.8,84.4,167.2,185,354,88
570.8,212,181.4,320,144.8,56.4,35.2,182.8,951.75,72.4,35.2,634,50.8,0,7.6,1087.666667,300,444.8,215.4,310,52,97.6,387.2,559,116.1,186.3,203,386,203.4
785,210,288.6,447,159.8,113.6,112.4,135.4,448.5,576.2,25.2,1124.2,14.4,25,17.6,724.3333333,230,340.4,276.2,330.75,91.6,57,629,561.4,257.6,350.8,146.4,240.6,101.2
480.8,123.8,412,550.9,522.2,58.8,87.8,176,702,283.2,58.6,778.4,57.8,0,92.8,842.3333333,155.6,215,106.8,227.25,56,192.4,278.2,466.6,237,136.2,221,305.2,65.6
538.6,268.4,738,615.9,474,168,63.2,226.8,694.5,441.4,20.2,858.2,297.6,0,173,318.3333333,205.7,219.6,36.2,446,12,566.8,178.8,260.6,61.3,99.1,179.4,186.2,91.6
888,97.2,751.2,259.7,200.4,260,60.2,268.4,1068.25,336.4,25,803,160,12.6,106.4,385.6666667,202.3,202.6,156,272.25,33.8,429.8,191.4,325,26.6,189,138.4,123.8,69.8
255,165.4,770.8,246.8,223.8,334.8,136.6,122.4,786.25,460,45.2,891,59,12.6,118,604,214.5,320.6,101.4,480,49.6,115.6,168.3,520.8,41.3,294.3,165,331.6,193.6
212.8,107.6,339.4,265.6,166,234.2,53.6,183.6,720.25,462,246.8,1162.2,50.6,0,201.8,974.6666667,168.2,276.6,80.2,277,124.4,58,171.5,456.8,54.6,72.2,185,428.2,37.4
345.8,112.8,294.2,297.5,188.4,237.6,40.2,295.8,777.25,414.6,421.6,812.2,26.6,0,239.8,395,99.1,205.2,53.6,121,151.6,69.2,64.4,343.2,47.3,34,216.8,490.8,37.6
452.8,79.8,210.8,690.7,205.4,170,84,266.2,757.25,324,221.2,714.4,47.2,17.6,223.8,535,176.1,261.2,188.8,190.75,80.2,120,114.8,375,30.1,73.7,139.6,231.2,150.2
610.4,139.8,208.2,376.4,146.2,178,161.6,409.6,575.75,158.2,306.4,333.2,24.2,181.2,149.8,626.3333333,200.5,288.2,209.6,179.5,96.2,87,123.6,705.2,61.9,128.6,296.2,190.2,22.2
400.6,65.4,375.8,450.9,182.6,83.4,185.8,523.6,361,206.4,184.2,255.6,43.4,41.6,387.4,487.6666667,211.8,341.4,359.2,78.5,69,178.8,254,638.4,164.6,124.4,391,111.4,12.6
330.8,58.4,403.4,485.6,103.2,195.2,119.4,426.8,528.25,558.2,67.2,159.6,43.4,161.2,429.2,491.6666667,201.3,190.4,315.8,183.25,86,126.8,156.9,477.2,38.8,233.2,282.4,197.8,218
101.8,15.2,267.2,790.6,194.2,134.2,353.4,256.8,811.5,408,198.2,102,41,79.8,684.8,501,53.9,136.6,116.8,74.5,42.4,214,492.4,850.4,29.6,22,216.4,209.8,233.2
201.8,25.6,179.2,674.5,63.2,119.8,150.4,487.8,218.25,318.4,141.6,258,103.8,121.4,367.8,749.6666667,109,48.8,156,205.25,53.6,132.8,265,832.4,121.1,78.2,217.8,122.2,232
323.6,77.8,286.4,409.8,156,233.6,123.6,290.8,471.75,684,151.6,386.2,66.6,109.4,801.6,415.6666667,26.1,105,38.6,240.75,72.8,64.6,295.5,715.2,93.9,59.8,167.6,35.2,346.2
270,53.8,266.2,575,371.4,62,40.2,320,908,383.8,210,304.2,46.2,72.8,441.6,792,55.3,281,46.8,152.5,86,324.6,146.1,559,62.8,15,369.4,45.6,132.6
82.4,48.6,502,501.2,211,0,79.2,617.2,1261.25,469,196.2,366.2,38.6,125.4,176.6,342,94,169,9.6,423,93.2,161,71.6,631.8,99.9,0,814.2,147,172.2
111.8,59.4,345.8,231.5,341.6,10.2,88.4,362.6,889.75,128.6,191.2,337.8,14.4,147.6,80.8,455,117.5,348.8,26.6,328,36.2,194.8,58.8,565.4,118.7,57.6,560.6,147,285.6
78.2,142.4,348.2,397,220.6,2.6,77.8,120.6,321,156.2,155.2,273.2,71.4,72.8,90.4,541.3333333,206.2,228.4,126.8,702.5,14.4,122.8,146.5,530.8,122.6,50.2,403.6,189.2,175.6
47.6,49.2,564,286.2,436.2,48.6,87,152.6,450,223.6,112.4,456.8,72.8,147.6,83.4,397,118.8,201.2,314.4,622,36.6,108.4,131.9,482.2,101.7,66.7,591.6,204,109.4
204,47.6,397.4,249.5,258.8,43.6,67.6,210.4,676.25,331,90.4,699.2,56.8,12.6,60.4,694.6666667,120.9160868,201.8,324.6,179,40,211.6,131.5,445.6,87.6,20,461.2,135.6,207.4
203.8,69.6,394.2,247,224.6,33.4,100.8,128.4,1083,183.8,32.6,803,49.6,0,132.4,512.3333333,184.6,429.2,227.8,75.25,60.4,130.6,291.5,523.8,168.4,128.9,232.8,77.8,312.2
250.4,89,225.2,305.2,284.4,30.6,27.6,183,400.25,488.6,25.2,613,238.6,109.4,170.2,874,146.5,173,62.8,702,31.4,822.6,222.5,814,172.9,172.2,188.1029094,59.2,91.6
294.2,48.6,287.4,359.7,60.6,7.6,12.6,340,63.25,207,121.4,340.4,183.8,86.8,62.8,750.3333333,237.6,238,322.6,315.75,0,331.6,202.6,844.8,315.9,203.1,156.6,196.4,43.6
246,78.8,141,320,248.2,0,85.4,520.6,64.5,144.4,25.2,223.8,113,218.4,73.2,325.3333333,303.5,198.2,346.2,132.5,26.6,111.4,345.5,724.2,173.3,234,193.6,372.6,220.6
291,51.8,116.4,141.6,147.4,10.4,50.8,760,198.75,209,115,568,241,72.8,62.6,644,261.7,310.8,340.4,115.5,0,240.8,490,468.8,201.3,103.8,93.2,150.6,266.8
168.8,15.4,363.6,378.6,83.2,39.4,104.4,419.8,287.25,640.6,45.2,320.6,186.6,44.6,49.6,624.6666667,511.6,338.4,45.4,66,12,419.2,265.4,296.4,175,162.9,27,128.4,142.4
117.4,58.4,137.8,180.4,63,2.6,107.4,672,235.75,442,70.2,207.6,39,44.6,110.6,1260.333333,167.5,330.8,31.2,84.75,26.6,572.6,419,160.4,114.1,63.7,190.6,67.8,242.4
249.4,174.6,256.4,372.3,126.6,12.8,123,502.2,365.75,412.8,32.6,177.8,48.4,2.6,159,1138.333333,180.2,361.2,122.2,318.75,36.2,525.6,233.9,380.2,102.2,104.6,82,279.2,162.8
326.4,95.8,145.4,187.1,208.2,0,314.8,228.4,272.25,209,5.2,403,14.4,2.6,235.4,633.3333333,400.8,301,7.2,362.75,29,442.6,397.4,408.4,118.8,484.7,13,159,239.6
323.8,92.2,268.2,125.4,184,5.2,374,276.4,230.75,311.8,20,173,47.8,0,30.2,692.6666667,303.4,539.8,4.8,689.5,55,473.4,444.1,366.6,61.8,480.8,130.8,140,650.4
358.8,141.4,46,131.3,75.2,18,299.2,198.4,106,638.6,127.4,288.4,36.2,20,32.6,880,309.4,354.4,7.2,40.75,42,242.8,234.4,621.6,57,477.2,15,96.4,256
172.8,130.6,150.2,138.3,284,69.6,166,235.4,642.75,455.8,50.2,207.4,55.6,0,2.6,824.6666667,256.5,187,40,257.75,24.2,396,105.4,272,121.6,547,251,147.6,253.6
169.8,139.4,94.2,259.5,184.4,36.4,128,360,377,564.8,10.2,223.2,33.8,0,334.8,794.6666667,186.2,378.2,29,43.75,121.2,498,88.8,572,176.6,293.6,290.6,293.8,516.4
17.6,190,298,226.5,211,54.4,264,222,771,212.6,125.6,191.8,21.6,2.6,141,790.3333333,228.6,312.4,58.4,207,113,529,113.9,704.4,250.9,320.3,346.6,322.6,482.2
265.4,132,251.6,155.1,185.4,67,108,413.2,668.75,293.4,217.8,438.2,59,0,30.2,764.6666667,168,196.2,50.6,167.5,134.8,337.8,145.4,582.4,19.7,285.6,362.4,271,278.2
229.8,7.6,401,84.8,136.6,28.2,241.4,207.6,433,434.2,218,642.6,12,0,7.6,509.6666667,148.3,261.8,4.8,188.25,222.8,210,183,383.2,67.9,284.7,301,252.6,487.4
322.8,20.4,291,121.5,67.8,96.8,179.6,141,624.25,152.6,209.4,631.4,53.6,10,22.6,536,344.8,279,43.4,138.5,155.2,278.8,196.2,483.6,200.9,34.2,217.3029094,206.8,230.8
328.8,5.2,235.2,414.2,294.6,67,100.8,396.4,455,281.2,155.2,937.2,24.2,2.6,35.2,780.3333333,164.1,230.6,41.2,658.5,91.6,155.2,174.9,536,232.2,25.5,427.6,232,289.8
346.8,106,203.8,308.6,652.2,12.90162885,65.2,268,542.25,190,7.6,667,58.4,0,30,1894.666667,137.9,298.2,12,691.5,101,375.4,151.4,305.2,72.4,23,315.4,183.2,272.6
636,69.6,182.6,347.5,149.6,106.4,246.6,130.4,503.25,194.2,25.2,665.4,59.4,22.6,120,1433,46.6,244.8,66.6,113.5,203.8,438.0096037,162.7,337.2,129.7,12,481,115.2,201.2
446.2,30.8,147,437.1,216.8,25.6,75.8,379.4,621,170.6,89.4,790,109.2,69.2,253.8,1012.333333,203.5,350.8,147.2,251.75,115.4,770.4,137.7,373.4,26.1,128,346.6,74.4,115.2
95.6,169.6,545.4,320,215.4,25.6,47.8,115.4,310.5,118.6,15.2,807.8,79.8,53.8,304.8,440.3333333,246.9,121.8,133.4,258.25,77.2,469.4,182.9,346.8,82,51.6,265.2,176.6,61
552.2,23.2,911.6,198.7,261,5.2,27.6,42.8,829.5,109,53.6,845.4,26.6,20,191.2,920,209.1,281.6,101.4,236.5,136.2,293.4,212.4,410.2,104.8,83.8,317.2,127.8,84.8
198.8,78.2,1045.6,411.6,313.6,0,5,291.2,694,492.8,45.4,1006.8,102.4,44.6,141.6,972,315.6,210,48.8,463.5,50.8,198.8,279.7,355.2,83.5,322.5,326.6,121.2,89.8
148,115.2,854.6,368.8,370.6,0,32.6,305.4,670.25,273.4,27.6,670,50.6,50.6,159.6,852.3333333,161.6,271.6,176.6,264,31.4,275,193,210.8,154.5,125.5,255.6,489.4,159.4
160,20.6,841.6,333.3,444,2.6,48.2,210,632.5,258,0,661.6,80.6,0,211.4,641,291.2,228.4,48.4,94,164.2,266.6,186.2,210.4,178.6,428.5,149.4,348.8,150.4
84.4,43.4,695.2,299.7,135.4,0,7.6,126.8,628,185.4,240.4,700.2,31.4,2.6,133,623.6666667,223.2,142.8,57.4,118,84.8,175.6,162.7,308.4,97.5,224.2,354.6,532.6,119.8
12.6,2.6,358.8,323.3,290.8,41,67.8,97.8,1217.75,194.6,93,686.4,19.4,15,158.2,985,86,192,79.2,260.25,50.6,100,121.4,333.4,79.4,133.4,319,508,171
50.6,40.8,191.2,634.1,731.2,28.2,78.2,88.4,989.25,176.8,102,728.4,65.2,2.6,50.2,845.6666667,134.9,121.8,126.6,236.4153024,48.2,149.4,218.7,222.4,103.7,172.4,473.8,583,165.8
101.4,200.8,231,353.6,770.8,7.6,47.8,241.8,929.75,192.6,260.4,996.6,45.8,2.6,45,1313.333333,258.4,160.8,172,439.75,52,209.2,415.4,237.6,154.8,395.6,355.8,214.4,160.2
87.4,280.2,268.6,468,715.4,0,97.4,53.4,909.25,325.8,138,902.8,53.2,90.4,278.6,993,187.1,341,288.8,565.25,125.2,668.8,479.4,332,44.6,158.1,273.6,369.4,92.6
